Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2020-06-21,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,120,200,45%,94,21.04,3.50,165,,,
2020-06-21,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1231,228,51%,87,22.40,33.60,1691,,,
2020-06-23,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,180,201,46%,93,20.98,5.24,248,,,
2020-06-23,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,649,240,51%,86,22.11,16.58,891,,,
2020-06-23,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,60,147,51%,68,18.91,2.15,82,,,
2020-06-24,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,119,199,46%,94,20.97,3.49,164,,,
2020-06-24,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1002,231,55%,80,22.55,27.69,1376,,,
2020-06-25,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,174,247,51%,89,22.87,4.90,239,,,
2020-06-25,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,846,235,51%,87,22.27,22.26,1162,,,
2020-06-26,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,464,172,50%,78,20.10,15.07,637,,,
2020-06-27,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,186,208,46%,93,21.24,5.30,256,,,
2020-06-27,Live,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,548,304,56%,89,25.01,12.51,752,,,
2020-06-27,On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Ride,409,272,56%,82,23.51,10.84,562,,,
2020-06-28,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,110,275,53%,93,24.09,3.30,151,,,
2020-06-28,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1168,216,50%,87,21.95,32.92,1604,,,
2020-06-30,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,187,208,46%,94,21.36,5.33,257,,,
2020-06-30,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,626,232,50%,87,21.74,16.29,859,,,
2020-06-30,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,93,156,49%,76,19.26,3.20,128,,,
2020-06-30,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,8,164,43%,84,18.75,0.24,11,,,
2020-07-01,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,191,213,46%,95,21.50,5.37,263,,,
2020-07-01,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1040,231,51%,88,22.50,28.12,1428,,,
2020-07-02,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,188,209,46%,96,21.36,5.34,258,,,
2020-07-02,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,882,245,52%,87,22.74,22.73,1208,,,
2020-07-03,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,470,174,50%,78,20.23,15.16,643,,,
2020-07-04,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,193,215,46%,97,21.65,5.41,264,,,
2020-07-04,On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min FTP Test Ride,389,324,58%,89,25.63,8.54,533,,,
2020-07-04,On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Pride: Power Zone Endurance Ride,406,226,51%,86,22.23,11.11,556,,,
2020-07-05,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,123,206,45%,98,21.23,3.53,169,,,
2020-07-05,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,500,185,52%,78,20.66,15.49,685,,,
2020-07-06,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,133,223,47%,95,21.94,3.65,183,,,
2020-07-06,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1257,239,54%,84,22.83,33.57,1720,,,
2020-07-08,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,195,217,46%,96,21.72,5.42,267,,,
2020-07-08,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,649,241,50%,88,21.98,16.48,889,,,
2020-07-08,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,77,166,51%,73,19.75,2.56,106,,,
2020-07-09,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,126,210,46%,95,21.46,3.57,172,,,
2020-07-09,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,0,0,0%,0,0,0,0,,,
2020-07-09,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1025,235,52%,86,22.66,27.76,1404,,,
2020-07-10,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,188,209,47%,94,21.30,5.32,257,,,
2020-07-10,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Ride,652,277,54%,87,23.78,16.64,893,,,
2020-07-12,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,194,216,47%,94,21.60,5.39,266,,,
2020-07-12,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,893,257,52%,89,23.17,22.38,1222,,,
2020-07-13,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,128,214,46%,96,21.58,3.59,175,,,
2020-07-13,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,856,238,51%,90,22.74,22.73,1172,,,
2020-07-13,On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,255,221,49%,90,21.80,6.99,349,,,
2020-07-14,On Demand,Matt Wilpers,20,Cycling,Low Impact,20 min Low Impact Ride,216,180,49%,83,20.47,6.82,296,,,
2020-07-14,On Demand,Matt Wilpers,30,Cycling,Low Impact,30 min Low Impact Ride,334,186,51%,79,20.67,10.33,457,,,
2020-07-15,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,201,223,47%,95,21.95,5.48,275,,,
2020-07-15,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,627,232,49%,88,21.63,16.22,859,,,
2020-07-16,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,129,215,46%,96,21.47,3.57,176,,,
2020-07-16,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1064,236,52%,88,22.70,28.37,1457,,,
2020-07-17,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,198,221,47%,95,21.78,5.44,272,,,
2020-07-17,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Ride,735,273,53%,89,23.58,17.67,1007,,,
2020-07-18,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,480,178,51%,78,20.30,15.22,658,,,
2020-07-19,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,203,226,47%,96,21.98,5.49,278,,,
2020-07-19,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,933,259,52%,90,23.24,23.24,1277,,,
2020-07-20,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,130,216,46%,96,21.69,3.61,177,,,
2020-07-20,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1085,241,52%,87,22.88,28.60,1486,,,
2020-07-21,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,199,221,47%,94,21.83,5.45,272,,,
2020-07-21,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,909,253,52%,89,23.19,23.18,1244,,,
2020-07-23,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,204,227,47%,96,22.07,5.51,279,,,
2020-07-23,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,690,256,51%,89,22.68,17.00,944,,,
2020-07-24,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,135,225,47%,98,22.11,3.68,185,,,
2020-07-24,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1291,239,52%,87,22.78,34.17,1767,,,
2020-07-25,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,544,202,53%,78,21.24,15.93,745,,,
2020-07-26,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,198,221,47%,94,21.80,5.44,271,,,
2020-07-26,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,893,248,51%,88,22.67,22.66,1223,,,
2020-07-27,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,135,225,47%,96,22.09,3.67,184,,,
2020-07-27,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,865,240,51%,90,22.83,22.82,1185,,,
2020-07-28,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,207,230,47%,98,22.24,5.55,283,,,
2020-07-28,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,951,264,52%,91,23.56,23.55,1302,,,
2020-07-29,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,541,201,52%,81,21.38,16.03,741,,,
2020-07-30,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,199,221,47%,94,21.80,5.45,272,,,
2020-07-30,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,688,255,52%,87,22.56,16.92,942,,,
2020-07-31,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,133,221,47%,96,21.95,3.65,182,,,
2020-07-31,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1313,243,53%,86,22.95,34.41,1798,,,
2020-08-01,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,492,182,51%,78,20.56,15.41,674,,,
2020-08-02,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,202,224,47%,96,21.97,5.48,276,,,
2020-08-02,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Ride,740,274,53%,90,23.59,17.68,1013,,,
2020-08-03,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,131,219,47%,94,21.82,3.63,180,,,
2020-08-03,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,870,242,51%,90,22.88,22.88,1191,,,
2020-08-04,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,203,226,47%,95,22.05,5.51,278,,,
2020-08-04,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,968,269,53%,88,23.65,23.65,1326,,,
2020-08-06,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,199,221,47%,95,21.70,5.42,273,,,
2020-08-06,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,690,256,51%,89,22.72,17.04,945,,,
2020-08-06,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,91,152,47%,80,19.15,3.19,125,,,
2020-08-07,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,133,222,47%,96,21.98,3.66,182,,,
2020-08-07,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1266,235,52%,87,22.64,33.95,1734,,,
2020-08-09,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,474,176,50%,78,20.27,15.20,649,,,
2020-08-10,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,197,220,47%,94,21.78,5.44,270,,,
2020-08-10,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,907,252,51%,91,23.15,23.14,1242,,,
2020-08-11,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,131,218,47%,96,21.83,3.63,179,,,
2020-08-11,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,892,248,51%,91,23.11,23.10,1221,,,
2020-08-12,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,482,179,52%,75,20.42,15.31,660,,,
2020-08-13,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,110,183,52%,76,20.61,3.43,150,,,
2020-08-13,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,207,230,48%,95,22.21,5.55,283,,,
2020-08-13,On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min FTP Test Ride,406,339,58%,90,26.04,8.66,555,,,
2020-08-14,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,138,231,47%,99,22.35,3.71,189,,,
2020-08-14,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1118,249,53%,88,23.13,28.91,1531,,,
2020-08-15,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,205,228,48%,92,22.05,5.51,280,,,
2020-08-15,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,952,264,54%,89,23.53,23.53,1303,,,
2020-08-17,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,199,221,47%,96,21.77,5.44,272,,,
2020-08-17,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,687,255,51%,89,22.58,16.93,941,,,
2020-08-18,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,203,226,47%,97,22.05,5.50,278,,,
2020-08-18,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,917,255,52%,91,23.34,23.33,1255,,,
2020-08-19,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,505,187,51%,81,20.77,15.58,691,,,
2020-08-20,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,202,225,48%,93,21.94,5.47,277,,,
2020-08-20,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,927,258,52%,89,22.97,22.96,1270,,,
2020-08-21,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,76,194,44%,98,20.83,2.28,105,,,
2020-08-21,On Demand,Matt Wilpers,10,Cycling,Power Zone,10 min FTP Warm Up Ride,135,225,47%,96,22.08,3.67,185,,,
2020-08-21,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1327,246,53%,87,23.06,34.58,1817,,,
2020-08-23,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,195,217,47%,93,21.61,5.40,267,,,
2020-08-23,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,639,237,49%,85,21.26,15.93,875,,,
2020-08-24,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,195,217,46%,96,21.70,5.42,267,,,
2020-08-24,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,901,250,52%,90,23.18,23.17,1234,,,
2020-08-24,On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,26,167,43%,93,19.95,0.85,35,,,
2020-08-25,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,205,228,47%,95,22.07,5.51,280,,,
2020-08-25,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,948,263,53%,89,23.48,23.47,1298,,,
2020-08-26,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,514,191,52%,77,20.93,15.69,704,,,
2020-08-27,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,202,225,47%,95,21.99,5.49,277,,,
2020-08-27,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,729,270,52%,90,23.23,17.42,998,,,
2020-08-27,On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,45,151,40%,95,19.14,1.59,62,,,
2020-08-28,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,201,224,47%,96,22.01,5.50,275,,,
2020-08-28,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1346,249,53%,89,23.17,34.74,1843,,,
2020-08-30,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,206,229,47%,95,22.09,5.52,282,,,
2020-08-30,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,663,246,50%,89,22.26,16.68,907,,,
2020-08-31,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,189,211,47%,93,21.40,5.34,259,,,
2020-08-31,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,906,252,53%,89,23.24,23.24,1240,,,
2020-09-01,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,200,223,47%,94,21.84,5.45,274,,,
2020-09-01,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,920,256,52%,90,23.23,23.23,1259,,,
2020-09-02,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,464,172,50%,78,20.13,15.09,635,,,
2020-09-03,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,198,220,47%,93,21.70,5.42,271,,,
2020-09-03,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,710,263,51%,90,22.79,17.08,973,,,
2020-09-04,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,195,217,47%,94,21.65,5.41,267,,,
2020-09-04,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1349,250,52%,89,23.17,34.76,1848,,,
2020-09-09,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,209,232,48%,94,22.22,5.55,286,,,
2020-09-09,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,713,264,51%,90,22.70,17.03,976,,,
2020-09-09,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,85,145,49%,71,18.05,2.92,116,,,
2020-09-10,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,199,222,47%,95,21.89,5.47,273,,,
2020-09-10,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,0,0,0%,0,0,0,0,,,
2020-09-10,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1129,251,53%,88,23.20,29.01,1546,,,
2020-09-11,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,208,231,48%,95,22.22,5.54,285,,,
2020-09-11,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,948,263,52%,91,23.36,23.36,1297,,,
2020-09-13,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,202,224,47%,95,21.91,5.47,276,,,
2020-09-13,On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Ride,772,286,53%,91,23.95,17.96,1057,,,
2020-09-13,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,100,167,50%,78,19.91,3.31,137,,,
2020-09-14,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,192,213,46%,94,21.51,5.38,262,,,
2020-09-14,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1162,258,53%,88,23.47,29.33,1591,,,
2020-09-15,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,203,225,47%,95,21.97,5.49,278,,,
2020-09-15,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,931,259,51%,91,23.08,23.07,1275,,,
2020-09-16,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,435,161,49%,78,19.58,14.68,595,,,
2020-09-17,On Demand,Matt Wilpers,15,Cycling,Low Impact,15 min Low Impact Ride,156,174,50%,77,20.09,5.02,214,,,
2020-09-17,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,214,239,48%,97,22.51,5.62,294,,,
2020-09-17,On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min FTP Test Ride,417,348,59%,90,26.29,8.76,571,,,
2020-09-17,On Demand,Matt Wilpers,15,Cycling,Low Impact,15 min Low Impact Ride,108,161,48%,79,19.62,3.65,148,,,
2020-09-18,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,201,223,47%,96,21.97,5.49,275,,,
2020-09-18,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1120,249,53%,87,23.12,28.89,1534,,,
2020-09-20,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,205,228,47%,95,22.07,5.52,281,,,
2020-09-20,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,943,262,52%,92,23.32,23.31,1291,,,
2020-09-21,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,205,228,48%,95,22.17,5.53,281,,,
2020-09-21,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1160,258,53%,88,23.46,29.33,1588,,,
2020-09-22,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,211,235,48%,96,22.32,5.58,289,,,
2020-09-22,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,974,271,53%,90,23.72,23.72,1334,,,
2020-09-23,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,493,183,51%,79,20.57,15.42,675,,,
2020-09-24,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,209,232,48%,96,22.24,5.55,286,,,
2020-09-24,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,703,260,50%,90,22.46,16.85,962,,,
2020-09-25,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,210,234,47%,97,22.36,5.59,288,,,
2020-09-25,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1404,260,53%,91,23.55,35.33,1923,,,
2020-09-27,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,224,249,49%,97,22.92,5.72,306,,,
2020-09-27,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,713,264,50%,89,22.54,16.90,976,,,
2020-09-28,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,199,221,47%,94,21.78,5.44,272,,,
2020-09-28,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,460,255,51%,93,23.26,11.62,629,,,
2020-09-28,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,650,241,52%,88,22.81,17.10,890,,,
2020-09-29,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,214,238,48%,96,22.49,5.62,293,,,
2020-09-29,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,734,272,53%,90,23.62,17.71,1005,,,
2020-09-29,On Demand,Matt Wilpers,10,Cycling,Low Impact,10 min Low Impact Ride,104,174,49%,81,20.24,3.37,143,,,
2020-09-30,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,427,158,48%,79,19.46,14.58,585,,,
2020-10-01,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,208,231,48%,94,22.18,5.55,285,,,
2020-10-01,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,688,255,50%,89,22.30,16.72,943,,,
2020-10-02,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,212,236,48%,96,22.47,5.62,290,,,
2020-10-02,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1379,255,53%,88,23.39,35.07,1888,,,
2020-10-04,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,214,238,48%,95,22.45,5.61,293,,,
2020-10-04,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,548,230,49%,84,20.63,13.64,750,,,
2020-10-04,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,43,154,45%,82,18.52,1.45,59,,,
2020-10-04,On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,56,196,45%,97,21.20,1.68,77,,,
2020-10-05,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,211,234,47%,97,22.29,5.57,288,,,
2020-10-05,On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,953,265,52%,91,23.48,23.46,1306,,,
2020-10-06,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,205,228,47%,97,22.13,5.53,281,,,
2020-10-06,On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,1146,255,53%,88,23.33,29.17,1569,,,
2020-10-07,On Demand,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,494,183,51%,79,20.60,15.44,677,,,
2020-10-08,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,210,234,48%,96,22.29,5.57,288,,,
2020-10-08,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,752,279,52%,90,23.41,17.55,1030,,,
2020-10-09,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,198,220,46%,96,21.80,5.44,271,,,
2020-10-09,On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,1358,252,52%,90,23.23,34.83,1860,,,
2020-10-11,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,210,233,48%,96,22.24,5.56,287,,,
2020-10-11,On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,658,244,49%,85,21.29,15.97,901,,,
2020-10-12,On Demand,Matt Wilpers,15,Cycling,Power Zone,15 min FTP Warm Up Ride,196,218,47%,94,21.65,5.40,268,,,
